#RUS
EVTOPTA86020;Взять [Root.child_wants_hajj.GetHerHim] с собой;x
EVTOPTB86020;Это будет слишком дорого;x
EVTDESC86100;Теперь я полностью готов[Root.get_feminine_ending] к поездке в Мартек! В моё отсутствие место займет регент [Root.PrimaryTitle.GetName].;x
EVTOPTA86100;Вперед, в Мартек!;x
EVTDESC86101;Группа бандитов преследует нас и, похоже, догоняет.;x
EVTOPTA86101;Попытаемся избежать их!;x
EVTOPTB86101;Наш долг остановить их..;x
EVTTOOLTIP86102;Я и моя группа паломников привлечёт бандитов.;x
EVTDESC86102;Мы не сможем избежать встречи с бандитами, и мы вынуждены противостоять им. Но всегда есть вероятность, что мы сможем пережить эту встречу.;x
EVTOPTA86102;Их достаточно мало, чтобы победить в одиночку..;x
EVTOPTB86102;В атаку!;x
EVTOPTC86102;Заплатить им оставшимся у нас золотом.;x
EVTDESC86105;Путешествие по морю вызывает у Вас морскую болезнь. К счастью, на корабле есть юрист, который цитирует Писание пророков. 'И должны они испить из чаши имбирного сбора'.;x
EVTOPTA86105;Я чувствую себя лучше!;x
EVTDESC86110;Во время путешествия по морю вы замечаете паруса известного пирата Атрухая. У нас есть быстрый корабль и шанс устранить угрозу для путешественников навсегда!;x
EVTOPTA86110;Это слишком большой риск...;x
EVTOPTB86110;Мы должны остановить этих пиратов!;x
EVTDESC86150;Неподалёку вы видите, как группа пустынных бандитов окружила нескольких паломников. Вполне вероятно, что они ограбят и убьют их.;x
EVTOPTA86150;Мы ничего не можем сделать...;x
EVTOPTB86150;Попробуем спасти их!;x
EVTDESC86151;Мы окружены бандитами, и Вы уверены, что скоро Вас ограбят и убьют, но тут появляются ещё несколько поломников, чтобы спасти Вас.;x
EVTOPTA86151;Мой друг!;x
EVTDESC86160;Один из ваших слуг заметил, что ненавистный вам соперник встал лагерем неподолёку. Вы знаете, что нападение на кого-то во время святого паломничества - нарушение учений пророков, но это замечательная возможность.;x
EVTOPTA86160;Устроить ночную засаду на [Root.rival_guy_hajj.GetHerHim]..;x
EVTTOOLTIP86161;Скрестим наши мечи!;x
EVTOPTB86160;Поддержать [Root.rival_guy_hajj.GetHerHim]...;x
EVTTOOLTIP86165;услышит наше приглашение.;x
EVTOPTC86160;Я просто проигнорирую [Root.rival_guy_hajj.GetHerHim].;x
EVTDESC86161;Мы попали в засаду, и кажется, что это [From.GetTitledName] который пытается убить Вас. Это возмутительно, и очевидно, что он не является истинным последователем Ормазда, раз совершил настолько мерзкий поступок в темноте!;x
EVTOPTA86161;Сражайтесь!;x
EVTTOOLTIP86162;остался мертвым в ночи..;x
EVTOPTB86161;Дать отпор!;x
EVTOPTC86161;У нас достаточно времени, чтобы сбежать..;x
EVTDESC86162;Наша засада закончилась катастрофой... [From.GetTitledName] не только сбежал, но и ранил меня.;x
EVTOPTA86162;[From.GetTitledName] одолел меня..;x
EVTDESC86163;Получилось!\nВ наказание я оставил [From.GetTitledName] истекать кровью до смерти...;x
EVTOPTA86163;[From.GetSheHe] скоро умрёт..;x
EVTDESC86164;Кажется, что [From.GetTitledName] смог скрыться в тишине ночи...;x
EVTOPTA86164;Это не поможет...;x
EVTDESC86165;Посланник принес приглашение от [From.GetTitledName], который разбил лагерь неподалеку, предлагая преломить хлеб и уладить наши разногласия.;x
EVTOPTA86165;Мы все-таки братья по вере..;x
EVTOPTB86165;Вежливо отказаться...;x
EVTDESC86166;[From.GetTitledName] присоединился к нашему лагерю, и мы разделили хлеб, примиряя наши разногласися.;x
EVTOPTA86166;Слава Единому;x
EVTDESC86167;Почтенный [Root.GetTitledName]!\n с прискорбием сообщаю, что сегодня не смогу разделить с Вами хлеб, поскольку необходимо немедленно разбить лагерь.\n\n[From.GetTitledName] ;x
EVTOPTA86167;Мы потеряли лицо!;x
EVTDESC86170;Путешествие в Мартек дает время для размышлений. Человек не должен впадать в крайность, когда дело доходит до еды, и должен всегда воздерживаться от вина!;x
EVTOPTA86170;Я должен меньше есть..;x
EVTOPTB86170;Во славу Единого!;x
EVTDESC86180;Кажется, мы заблудились в пустыне. Один из ваших смиренных слуг, возможно, знает правильный путь.;x
EVTOPTA86180;Я [Root.GetTitle]! Я знаю лучший путь!;x
EVTOPTB86180;Внять слуге...;x
EVTDESC86300;Однажды вечером, после остановки на ночлег, вы заметили старика, который остановился неподалёку. Он предлагает рассказать вам священную историю в обмен на хлеб.;x
EVTOPTA86300;Выслушать старика;x
EVTOPTB86300;Это всего лишь старик...;x
TOOLTIP_LISTEN_TO_HADITH;Вы внимательно слушаете его рассказ.\n;x
EVTDESC86320;Старик начинает рассказ: - Пророк Аль-Малик рассказывал, что посланник Ормазда, да будет его душа благословенна и упокоенна, сказал: «Два голодных волка в стаде овец не причинят столько ущерба, сколько причинили человеку его алчность и корыстолюбие» ;x
EVTOPTA86320;Ормазд противник жадности!;x
EVTOPTB86320;Во Славу Единого!;x
EVTDESC86330;Старик цитирует  Пророка Аль-Куйята, да благословит его Ормазд и дарует ему мир,«О Ормазд! Я ищу вашу защиту от тревоги и печали, от неспособности и лени, от скупости и малодушия и от бремени долга и господства над людьми»;x
EVTOPTA86330;Я склоняю голову и повторяю молитву.;x
EVTOPTB86330;Во Славу Единого!;x
EVTDESC86340;Старик говорит, что Пророк аль-Хурайра, пусть Ормазд благословит его и даст ему покой, сказал: «Остерегайтесь зависти. Зависть пожирает хорошие деяния, как огонь пожирает лес»;x
EVTOPTA86340;Зависть вредит мне!;x
EVTOPTB86340;Во Славу Единого!;x
EVTDESC86350;Старик говорит, что, Пророк аль-Мас'д,пусть Ормазд благословит его и даст ему покой, сказал:, 'Будьте правдивыми, и правда приведет к праведности, а праведность приведет в Сады. И человек предстанет в глазах Ормазда правдивым.Ложь ведет к греховному, а греховное ведет в Огонь. И человек лжет и лжет до такой степени, что предстанет в глазах Ормазда лжецом.';x
EVTOPTA86350;Я должен быть правдивым!;x
EVTOPTB86350;Во Славу Единого!;x
EVTDESC86360;Старик цитирует Пророка Аль-Давудда, да благословит его Ормазд и дарует ему мир, сказал, "Худшие черты человека - суровая скупость и невероятное малодушие!";x
EVTOPTA86360;Я не злой человек...;x
EVTOPTB86360;Во Славу Единого!;x
EVTDESC86380;Старик начинает рассказывать вам, что говорил пророк аль-Сиддик.. "Я слушал, как Пророк аль-Куйят,да благословит его Ормазд и дарует ему мир, сказал, 'Если бы люди видели несправедливость и не останавливали бы её, то Ормазд наверняка схватил бы их и покарал.';x
EVTOPTA86380;Ормазд добродетель и правосудие!;x
EVTOPTB86380;Во Славу Единого!;x
EVTDESC86390;Старик говорит, "Как говорится в Писаниях Пророков, 'Вы желаете благ этого мира, но Ормазд желает Вам следующий мир!', и 'Да, Вы предпочитаете жизнь этого мира, но следующий мир лучше и долговечней.';x
EVTOPTA86390;Это мудрость!;x
EVTOPTB86390;Во Славу Единого!;x
EVTDESC86400;Старик говорит: «Как сказал Пророк Аль-Тирмидхи: "Я сказал, о Пророк аль-Куйят, будем ли мы нести ответственность за то, что говорим? Он сказал, 'Да лишится тебя твоя мать! А разве будут ввергать людей лицами в огонь за что-нибудь ещё, кроме плодов их языков ? ';x
EVTOPTA86400;Я буду больше думать о том, что я говорю...;x
EVTOPTB86400;Во Славу Единого!;x
EVTDESC86410;Старик говорит, что Пророк аль-Хурайра слышал, как пророк аль-Куйат сказал "Когда Единый решил создать мир, Он пообещал Себе и обещаные слова записал Священных Писаниях и гласили они: 'Моя милость преобладает над моим гневом'.;x
EVTOPTA86410;Это мудрость, о которой я не знал;x
EVTOPTB86410;Во Славу Единого!;x
EVTDESC86510;Приехав в Мартек, Вы начинаете готовиться к вечерней молитве и обнаруживаете, что вода в колодце не совсем чиста. Эта вода не может использоваться для омовения.;x
EVTOPTA86510;Сообщить окружающим.;x
EVTTOOLTIP86511;быть благодарным;x
EVTDESC86511;Во время исполнения ритуала перед ночной молитвой, паломник указывает на загрязнение в воде!;x
EVTOPTA86511;Чистота - частица веры!;x
EVTDESC86520;Приехав в Мартек, вы сбрасываете с себя походную одежду и облачаетесь в белоснежные одеяния святых. Такая одежда предназначена для того, чтобы все выглядели одинаково, ведь в глазах Единого все равны: и [Root.GetTitle], и нищий!;x
EVTOPTA86520;Я присмирен....;x
EVTDESC86550;Теперь Вы предстали перед домом самого Единого и собираетесь провести обряд. Семь раз Вы должны пройти вокруг Святого Дома. При каждом круге Вы показываете руками на дом и кричите 'Во имя Единого! Ормазд Велик! Ормазд Справедлив! Да не погаснет Священное Пламя!'.;x
EVTOPTA86550;Ликовать на каждом круге!;x
EVTOPTB86550;Кричать только первые три раза;x
EVTDESC86600;Священная прогулка включала в себя семичасовое брождение между дюнами Мартек. Это сделано для того, чтобы помнить о поисках воды матерью Пророка аль-Куята ...;x
EVTOPTA86600;Я чувствую прилив сил!;x
EVTDESC86610;Девятый день в Мартеке. Вы предстали перед Ормаздом в Атталанских горах. Весь день Вы посвятили созерцательному бдению, молитвам и чтению Священного Писания.;x
EVTOPTA86610;Я чувствую, что теперь понимаю больше;x
EVTDESC86620;Когда Пророк аль-Куйат покинул Мечеть пустыни, и был доставлен в пустыню Сахру, перед ним явился Великий Заговорщик. Ормазд сказал ему: «Обкидай его!» поэтому Пророк аль-Куйат бросил в него семь камней, чтобы он  пропал..;x
EVTOPTA86620;Камень Дешивер!;x
EVTDESC86630;Символизируя преданность Пророка аль-Куйат перед Ормаздом, мы выполняем риутал Святой Жертвы в Мартеке.;x
EVTOPTA86630;Принести в жертву барана.;x
EVTOPTB86630;Принести в жертву агнца.;x
EVTDESC86700;Шайка бандитов дюны заставила нашу группу встать на ноги. Мы уступаем числом, но с радостью в нашем сердце от паломничества, у нас есть шанс победить их!;x
EVTOPTA86700;Эти неверные будут разбиты.;x
EVTOPTB86700;Бежим!;x
EVTDESC86701;Мы случайно столкнулись с группой бандитов дюн в сумерках и охранники, которых я нанял для защиты своей группы, доказали свою ценность. Все неверные бандиты были убиты.;x
EVTOPTA86701;Их добыча может пригодиться.;x
EVTDESC86720;По возвращению домой из Мартека, Вы натыкаетесь на очень бедную деревню, в которой голодают даже самые богатые.;x
EVTOPTA86720;Я должен помочь им!;x
EVTOPTB86720;У меня нет возможности помочь им всем..;x
EVTDESC86800;Я вернулся в свой двор совсем другим человеком. Я действительно преклоняюсь перед Единым, я знаю, что все люди равны и могут жить в гармонии друг с другом.;x
EVTOPTA86800;Нет бога, кроме Ормазда, а все Пророки - посланники Его!;x
EVTDESC86900;Местный юрист отчитывает Вас, так как Вы становитесь старше, но еще до сих пор не участвовали в священном паломничестве, которого ждут от каждого поклонника Ормаздa. [Root.job_spiritual.GetTitledFirstName] говорит, что, как правитель, я должен быть примером для своих подданных.;x
EVTOPTA86900;Я скоро отправлюсь в Мартек!;x
EVTOPTB86900;Я занят[Root.get_feminine_ending] подготовкой к священной войне,чтобы освободить последователей Ормазда!;x
EVTOPTC86900;Я занят[Root.get_feminine_ending] будучи [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;x
EVTDESC86901;[Root.job_spiritual.GetTitledFirstName] напоминает, что Вы обещали поехать в Мартек и что, несмотря на то, что Ормазд милостив в Своей мудрости, Вы действительно пообещали Ему отправиться в паломничество.;x
EVTOPTA86901;Я не хороший последователь Ормазда...;x
EVTDESC86902;[Root.job_spiritual.GetTitledFirstName] напоминает вам о том, что вы обещали освободить верных последователей Ормазда, живущих под гнетом существующем в этом мире.;x
EVTOPTA86902;Я не хороший последователь Ормазда...;x
EVTDESC86810;Корабль, на котором вы плыли во время шторма, начинает тонуть и Вы прыгаете заборт. Вместе с вашими последователями и несколькими другими оставшимися в живых вас выбрасывает на берег небольшого пустынного острова. Как руководителю, вам приходится распределять оставшуюся часть пищи.;x
EVTOPTA86810;Я поделю пищу поровну, но только со своими последователями.;x
EVTOPTB86810;В качестве [Root.GetTitle], моя доля будет наибольшей, конечно.
EVTTOOLTIP86811;Я поделю пищу поровну со всеми выжившими.;x
EVTDESC86811;Через несколько дней рядом с Вами проходит еще один корабль, везущий паломников. Со смотровой площадки замечают Вашу группу и Вы с облегчением вздыхаете. Несмотря на ослабленные тела и нехватку продовольствия и воды, каждый выживает благодаря вашему решению распределить запасы поровну.;x
EVTOPTA86811;Теперь мы можем продолжить следовать в Мартек!;x
EVTTOOLTIP86812;Большая часть запасов сохранена для вас.;x
EVTDESC86812;Через несколько дней рядом с Вами проходит еще один корабль, везущий паломников. Со смотровой площадки замечают Вашу группу и Вы с облегчением вздыхаете. Для некоторых выживших уже слишком поздно, но, по крайней мере, Вы в великолепном самочуствии, ведь львиная доля воды и пищи, как и подобает вашему положению, отправилась Вам.;x
EVTOPTA86812;Давайте не будем обращать внимания на эту небольшую неудачу. Вперед!;x
EVTDESC86815;Гуляя по кораблю, Вы заметили, что экипаж агрессивно настроен. В дальнейшем Вы подслушиваете разговор капитана о том, что всех паломников, включая Вас, продадут в рабство в следующем же порту!;x
EVTOPTA86815;Этого не произойдет. К оружию!;x
EVTOPTB86815; Мы тайно покинем корабль перед его заходом в доки...;x
EVTTOOLTIP86816;Бунт!;x
EVTDESC86816;Вы вместе с остальными паломниками подняли бунт против экипажа. Началась ожесточенная битва, которая заканчивается, как только Вы вскрываете своим клинком брюхо ублюдка-капитана. Оставшаяся часть экипажа сдается. Корабль переходит под Ваше командование!;x
EVTOPTA86816;Отправляемся в Мартек!;x
EVTTOOLTIP86817;Вы покидаете корабль.;x
EVTDESC86817;Когда корабль приближается к порту, Вы и группа паломников, поддержавшая Вас, прыгаете в воду и плывете подальше от доков промокшими, но свободными людьми. Остальным паломникам на корабле не так повезло...;x
EVTOPTA86817;По крайней мере, теперь мы можем продолжить наше путешествие.;x
EVTDESC86820;Вам повезло встретить большой, хорошо охраняемый караван, идущий в том же направлении, что и вы. После присоединения к ним, вы сталкиваетесь с несколькими шайками бандитов дюн, но они разбегаются при виде каравана, предпочитая вместо вас более легкий улов.;x
EVTOPTA86820;Трусливая падаль!;x
EVTDESC86825;Вы находитесь недалеко от цели, но у вас и вашей команды почти не осталось запасов воды. Необходимо пойти в обход и пополнить запасы в оазисе, но когда вы к нему приблизились, становится очевидно, что оазис высох много лет назад...;x
EVTOPTA86825;Мы должны верить.;x
EVTOPTB86825;Ха-ха... конечно, колодец высушен...;x
EVTTOOLTIP86826;Присядем в молитве.;x
EVTDESC86826;Когда вы начали молиться, то увидели еще один караван вдали. Подозревая, что он может оказаться еще одним миражом, вы все же следуете за ним и в конечном итоге он приводит вас к реальному оазису, к юго-востоку от того места, где вы были.;x
EVTOPTA86826;Во славу Единого!;x
EVTTOOLTIP86827;Отдайся отчаянию.;x
EVTDESC86827;Полный гнева и отчаяния, вы поднимаете большой камень и с яростью перебрасываете его через гребень дюны. С другой стороны послышался громкий крик, пересекая гребень, вы находите настоящий оазис. Сияющий, с кристально-чистой водой... и с бедуином без сознания.;x
EVTOPTA86827;Ну ... кто бы мог подумать?;x
EVTDESC86830;Под палящим солнцем путешествие оказывается длинным и трудным. Вдруг на ваших глазах в воздухе материализуется большой чайный дом, а пение джиннов, которые, похоже, им владеют, манит вас внутрь. Как ни странно, ваши попутчики не замечают этого события.;x
EVTOPTA86830;Мираж ... мой разум играет со мной в грязные игры.;x
EVTOPTB86830;Последний в очереди оплачивает чай!;x
EVTDESC86835;Верблюд, на котором ехал один из ваших компаньонов, рухнул на песок, чтобы уже никогда не подняться. Вы можете по очереди с вашим компаньоном ехать на своем верблюде, но это замедлит вас, и неумолимое солнце придется терпеть еще дольше...;x
EVTOPTA86835;Вот, используйте мой транспорт, какое-то время.; x
EVTOPTB86835;Ужасно неповезло, друг мой... увидимся в Мартеке!;x
EVTDESC86840;Когда вы приближаетесь к Мартеку, вы видите почти бесконечный багажный поезд, принадлежащий другому правителю. Похоже, он решил нести с собой всю роскошь своего двора во время паломничества. Когда со своей группой вы проходите рядом с его экипажем, водитель, не подозревая о вашем положении, кричит вам убраться с дороги.;x
EVTOPTA86840;Мы все равны перед Ормаздом, друг...;x
EVTDESC86845;Ваша маленькая группа натыкается на единственную облаченную фигуру, окруженную разгневанными бандитами дюн. Выйдет скверно, если вы не вмешаетесь...;x
EVTOPTA86845;В сторону, разбойники!;x
EVTOPTB86845;Это нас не касается.;x
EVTTOOLTIP86846;Спасти облаченную фигуру.;x
EVTDESC86846;Начинается ожесточенная рукопашная схватка, а некоторые из разбойников оказываются поражены фигурой в робе, которая показывает себя неплохим бойцом. После того, как ваша группа разделалась с остальными, облаченный мужчина поклонился вам. Он вручает вам кольцо со странным резным символом, но прежде, чем вы успеваете про него спросить, мужчина исчезает в пустыне.;x
EVTOPTA86846;Как странно.;x
EVTDESC86850;Когда вы едете по пустыне возвращаясь домой, вы проезжаете мрачные останки другого каравана паломников. Их кости были обглоданы и это служит отрезвляющим напоминанием об опасностях, связанных с хаджом. Вы считаете, что вам повезло, что вы преодолели столько, сколько смогли.;x
EVTOPTA86850;Мы скоро будем дома, если на то будет воля Ормазда.;x
EVTDESC86855;В путешествии домой, вы попадаете в ужасную песчаную бурю в открытой пустыне. Вы вынуждены искать укрытие за небольшим выступом, защищая себя от ветра. Убедившись в своей вере после посещения Мартека, вы засыпаете с молитвой, а с наступлением рассвета чувствуете себя немного бодрее.;x
EVTOPTA86855;Я запомню эту ночь.;x
EVTDESC86860;Вы догоняете паломников, которые так же возвращаются домой после Святого Паломничества. Они были окружены бандитами дюны, которые украли все, кроме одежды, и оставили их без средств для продолжения путешествия.;x
EVTOPTA86860;Вот. Этого должно быть достаточно, чтобы вы добрались до дома в безопасности.;x
EVTOPTB86860;Простите, но я не могу вам помочь. Удачи вам.;x
EVTDESC86865;По дороге домой вы попадаете в засаду разбойников, и хотя ваша группа избавилась от нескольких, их все равно оказалось слишком много. Они окружают вас и наступают с кривыми усмешками и обнажив оружие. Ситуация выглядит мрачно...;x
EVTOPTA86865;Подходите. Я вам дорого обойдусь...;x
EVTTOOLTIP86866;Вы готовитесь к своей последней битве...;x
EVTDESC86866;Послышался свист - и воздух заполонили летающие кинжалы и стрелы. Кажется облаченные фигуры возникли из песка, воздух становится тяжелым от пыли. Когда пыль оседает, бандиты уже лежат на земле мертвыми. Один из облаченных берет странное кольцо, которое вам давали раньше, и с улыбкой говорит: "Хашишины всегда возвращают долги, друг.;x
EVTOPTA86866;Долг выплачен сполна.;x
hajjaj;Святой Паломник;x
hajjaj_desc;Этот персонаж совершил паломничество к Мартеку.;x
on_hajj;На Священном Паломничестве;x
on_hajj_desc;Этот персонаж находится на Священном Паломничестве в Мартек.;x
faqih;Факих;x
faqih_desc;Этот песронаж официально обучен правоведению Ормазда.;x
hafiz;Наставник;x
hafiz_desc;Этот персонаж выучил наизусть Писания Пророков Ормазда.;x
EVTDESC91000;Выходки [Root.GetOnlyDynastyName] Династии зашли слишком далеко. Энергичный клан воинов пустыни поднял оружие и находится в пути, чтобы очистить царство от упадка!;x
EVTOPTA91000;Ормазд будь Милосерден!;x
EVTDESC91200;Алкогольные напитки считаются в глазах Ормазда нечистыми - запрещенными. Однако это не мешает вам потреблять огромное количество вина на регулярной основе.;x
EVTOPTA91200;*ик*;x
EVTDESC91201;Ваше влечение к представителям вашего пола осуждается в обществе, но вы устали соблюдать нормы приличия. Люди неодобрительно на это смотрят.;x
EVTOPTA91201;Пусть говорят, что хотят!;x
EVTDESC91202;Несколько приглашенных юристов Ормазда застают вас, когда слуги деловито обмазывают ваше тело медом сверху донизу. По какой-то причине это зрелище приводит гостей в ужас.;x
EVTOPTA91202;Что? Я оставил[Root.get_feminine_ending] достаточно для следующего завтрака.;x
EVTDESC91203;Становится всё труднее скрывать свой тайный порок - насаживать врагов на деревянные колья и слушать крики отчаяния. Высказывались опасения по поводу того, насколько адекватным является это поведение для людей Вашего положения.;x
EVTOPTA91203;Вы не лишите меня единственной радости в жизни!;x
EVTDESC91204;Почему у Вас должна быть лишь одна или две, или дюжина женщин? Предавайтесь похоти и разврату, и пусть никто не говорит, что это грешно!;x
EVTOPTA91204;Иди сюда, моя прелесть...;x
EVTDESC91205;Ваш огрмный аппетит невозможно утолить. Тогда как бедные из вашего царства голодают, слуги приносят деликатесы из самых отдаленных земель на стол. Вашего "легкого обеда" было бы достаточно, чтобы обеспечить едой крестьянскую семью на неделю или две.;x
EVTOPTA91205;Просто позвольте мне снять пояс...;x
EVTDESC91206;Вы делаете все возможное, чтобы высосать из людей [Root.Location.GetName] все имущество, которое у них есть. Неважно, сколько богатств от них пришло к вам, вы всегда хотите больше. Образ жизни, к которому вы привыкли, обходится дорого.;x
EVTOPTA91206;Это мое право.;x
EVTDESC91207;По-настоящему просвещенный правитель должен сохранять все силы для правления. Именно поэтому вы должны расширить штат слуг в 10 раз. И такие утомительные занятия, как прогулки, поднесение еды ко рту и подтирание задницы должны остаться в прошлом.;x
EVTOPTA91207;Ах, да...;x
EVTDESC91208;Все больше и больше часов бодрствования расходуется на сравнение ваших мирских владений с владениями других правителей. И если кто-то из них имеет более роскошный дворец или одежду наряднее - это просто неприемлимо.;x
EVTOPTA91208;Я заслуживаю только самого лучшего.;x
EVTDESC91209;Ваш мерзкий характер часто обсуждается шепотом среди слуг во дворце. Мебель, серебро, зеркала - все это становится легкой добычей, когда настроение ухудшается и вы чувствуете необходимость что-то сломать или бросить. Если ваш дворец когда-нибудь ограбят, кто-нибудь сможет заметить разницу?;x
EVTOPTA91209;Все это можно заменить.;x
EVTDESC91210;Вы заказываете постройку массивной бронзовой статуи над главным входом [Root.Location.GetName], изображая себя с поднятым мечом, бросая вызов небесам, если они посмеют возразить вам. Этот щедрый подарок людям поможет им вспомнить о вашем блистательном великолепии.;x
EVTOPTA91210;Они должны быть благодарны, что я их правитель.;x
EVTDESC91211;Ваша двуличность и хитрость сослужили вам хорошую службу, но среди поданных они так же закрепили за вами репутацию человека, которому нельзя доверять. Они не видят в вас человека чести.;x
EVTOPTA91211;Честь - слабость, которую я не могу себе позволить.;x
EVTDESC91212;Хотя есть правители, которые принимают активное участвие в военных делах, для вас гораздо более привлекательна безопасная жизнь во дворце. Зачем, если вы выйдете за ворота дворца, что-то может навредить вам!;x
EVTOPTA91212;Стража, мне не нравится, как на меня смотрит этот ребенок...;x
EVTDESC91213;Хотя всегда есть те, кто стонет и ворчит о необходимости постоянно развивать себя и стремиться быть лучше, вы вполне довольны настоящим. Земли под вашим правлением, у вас красивый дворец и солнце по-прежнему сияет теплотой.;x
EVTOPTA91213;Нет ничего, что я хотел бы изменить.;x
EVTDESC91214;Вас не интересуют правосудие и правопорядок, пока они совпадают с вашим собственным чувством того, как должно быть. Многие ваши подданные недовольны тем, что вы держите себя выше законов, которые они должны соблюдать.;x
EVTOPTA91214;Я - закон.;x
EVTDESC91215;Ваш циничный взгляд на все религиозные вопросы привел к тому, что вы принимали во внимание только те Писания Пророков, которые были удобны для вас, и игнорировали остальные. Некоторые из ваших подданных шептались о недостатке благочестия с вашей стороны.;x
EVTOPTA91215;Ой, да пусть шепчутся.;x
EVTDESC91216;Вы до такой степени подозреваете всех вокруг в предательстве, что ваши слуги и соратники боятся даже дышать в вашем присутствии. Размер и влияние дворцовой стражи увеличилось в десять раз, так что все хорошее или плохое проходит через них, прежде чем доходит до вас.;x
EVTOPTA91216;Они не застанут меня врасплох.;x
EVTDESC91217;Вы с большим удовольствием жестоко наказываете своих слуг и подданных. Если причин наказывать их нет, вам не составит труда их придумать.;x
EVTOPTA91217;Я научу вас моргать реже в моем присутствии...;x
